SQL> select VMGR.vmgr_tape_side.poolname, cns_seg_metadata.copyno, cns_class_metadata.name fileclass,
  2         (case when cns_file_metadata.filesize < 300000000 then 1 else 0 end) isSmallFile,
  3         count(*), sum(cns_file_metadata.filesize)
  4    from cns_seg_metadata, cns_file_metadata, cns_class_metadata, VMGR.vmgr_tape_side
  5   where cns_seg_metadata.s_fileid = cns_file_metadata.fileid
  6     and cns_file_metadata.fileclass = cns_class_metadata.classid
  7     and cns_seg_metadata.vid = VMGR.vmgr_tape_side.VID
  8   group by VMGR.vmgr_tape_side.poolname, cns_seg_metadata.copyno, cns_class_metadata.name,
  9            (case when cns_file_metadata.filesize < 300000000 then 1 else 0 end)
 10   order by cns_class_metadata.name, cns_seg_metadata.copyno, VMGR.vmgr_tape_side.poolname, isSmallFile;

POOLNAME            COPYNO FILECLASS       ISSMALLFILE   COUNT(*) SUM(CNS_FILE_METADATA.FILESIZE)
lep_data                 2 diraccdr                  0      24618 7.8243E+12
lep_data                 2 diraccdr                  1      24059 1.4663E+12
public_user              2 diraccdr                  0       3559 4.9426E+12
public_user              2 diraccdr                  1      23471 6.8815E+11
user_new                 2 diraccdr                  0      20411 7.6732E+12
user_new                 2 diraccdr                  1      21194 8.5865E+11
user_small               2 diraccdr                  0         44 1.3879E+10
user_small               2 diraccdr                  1       1247 5113751604
vuser_new                2 diraccdr                  0          5 1579900916
lep_data                 3 diraccdr                  0          2 630538164
lep_data                 3 diraccdr                  1          4 130354332
user_new                 3 diraccdr                  0          3 949258768
user_new                 3 diraccdr                  1         19 1528346248
lep_data                 4 diraccdr                  0          1 314922752
lep_data                 4 diraccdr                  1          1 2977792
default                  1 engineering               0         22 1.3256E+10
default                  1 engineering               1        604 7420769280
lep_data                 1 engineering               0      22478 1.6566E+13
lep_data                 1 engineering               1     194057 6.6792E+12
vlep_data                1 engineering               0        200 1.3281E+11
vlep_data                1 engineering               1       1911 7.7189E+10
default                  2 engineering               0         83 4.9980E+10
default                  2 engineering               1        500 2.3950E+10
lep_data                 2 engineering               0      22403 1.6517E+13
lep_data                 2 engineering               1     193945 6.6681E+12
user_small               2 engineering               0          1 5285478400
vlep_data                2 engineering               0        213 1.3956E+11
vlep_data                2 engineering               1       2127 7.1834E+10
lep_data                 3 engineering               0          2 1.7834E+10
lep_data                 3 engineering               1          5 492521280
lep_data                 4 engineering               0          1 1.7304E+10
lep_data                 4 engineering               1          1 6707520
test_1mil                1 gordon_tape               1    1202620 1.2059E+12
alice_new                1 grid                      1         19 12704
atlas_user               1 grid                      1         59 39389
cms_user                 1 grid                      1         85 56545
lep_data                 1 grid                      0       5579 3.9822E+12
lep_data                 1 grid                      1      43308 2.7165E+11
lhcb_raw_new             1 grid                      1          1 2603
lhcb_user                1 grid                      1         20 13405
public_user              1 grid                      0     143409 1.2660E+14
public_user              1 grid                      1    2396923 5.1748E+13
user_new                 1 grid                      0       4590 3.0646E+12
user_new                 1 grid                      1    1107777 4.0156E+12
user_small               1 grid                      1        436 2962027
vlep_data                1 grid                      1         33 749910
vuser_new                1 grid                      1       1584 22714443
lep_data                 2 grid                      1          9 14621981
public_user              2 grid                      0          1 808718096
public_user              2 grid                      1         31 905612190
lep_data                 1 harp1                     0       5175 8.6399E+12
lep_data                 1 harp1                     1       2345 3.6018E+11
user_new                 1 harp1                     0         51 5.0806E+11
user_new                 1 harp1                     1          1 227670666
vlep_data                1 harp1                     0        304 6.7566E+11
vlep_data                1 harp1                     1         86 7578828800
lep_data                 2 harp1                     0         70 4.6691E+10
lep_data                 2 harp1                     1         60 6686867456
lep_data                 3 harp1                     0         27 1.3460E+10
lep_data                 3 harp1                     1         18 1846894592
lep_data                 4 harp1                     0          1 377995264
lep_data                 4 harp1                     1          8 341049344
lep_data                 1 harp2                     0       4895 6.7618E+12
lep_data                 1 harp2                     1       2316 3.5936E+11
vlep_data                1 harp2                     0          9 1.4868E+10
vlep_data                1 harp2                     1         14 2240241664
lep_data                 2 harp2                     0         74 4.3955E+10
lep_data                 2 harp2                     1         77 7530602496
lep_data                 3 harp2                     0         22 1.1659E+10
lep_data                 3 harp2                     1         19 2320703488
lep_data                 4 harp2                     1          7 159055872
lep_data                 1 harp3                     0       4910 6.7900E+12
lep_data                 1 harp3                     1       2307 3.5836E+11
vlep_data                1 harp3                     0         25 3.8431E+10
vlep_data                1 harp3                     1          2 114884608
lep_data                 2 harp3                     0         79 5.3469E+10
lep_data                 2 harp3                     1         62 6378889216
lep_data                 3 harp3                     0         20 9293012992
lep_data                 3 harp3                     1         20 2158919680
lep_data                 4 harp3                     1          8 229064704
lep_data                 1 harp4                     0       3371 4.6968E+12
lep_data                 1 harp4                     1       2138 3.4497E+11
vlep_data                1 harp4                     0         98 1.5192E+11
vlep_data                1 harp4                     1         21 2785574912
lep_data                 2 harp4                     0         55 3.2531E+10
lep_data                 2 harp4                     1         46 5736972288
lep_data                 3 harp4                     0         22 1.0465E+10
lep_data                 3 harp4                     1         14 1687633920
lep_data                 1 harp5                     0        449 4.8732E+11
lep_data                 1 harp5                     1        122 1.5043E+10
lep_data                 2 harp5                     0         64 3.4921E+10
lep_data                 2 harp5                     1         49 5281431552
lep_data                 3 harp5                     0         20 9043853312
lep_data                 3 harp5                     1         15 1756381184
lep_data                 1 harp6                     0        478 5.2975E+11
lep_data                 1 harp6                     1        178 2.0784E+10
vlep_data                1 harp6                     0          4 7065083904
lep_data                 2 harp6                     0         83 5.1747E+10
lep_data                 2 harp6                     1         73 8278999040
lep_data                 3 harp6                     0         23 1.0580E+10
lep_data                 3 harp6                     1         12 1932959744
lep_data                 4 harp6                     0          1 378281984
lep_data                 1 harp8                     0       1726 2.3178E+12
lep_data                 1 harp8                     1        292 2.7463E+10
na481                    1 harp8                     0          1 1447313408
vlep_data                1 harp8                     0         27 3.1872E+10
vlep_data                1 harp8                     1          7 807084032
lep_data                 2 harp8                     0          7 8684634112
lep_data                 3 harp8                     0          1 1563697152
lep_data                 1 harp9                     0        396 4.7828E+11
lep_data                 1 harp9                     1         96 1.1693E+10
lep_data                 2 harp9                     0          1 1528111104
lep_data                 1 harpanal                  0       1939 3.4364E+12
lep_data                 1 harpanal                  1       9564 1.8105E+11
cdrpool                  1 harpmigr                  1        666 2.2472E+10
lep_data                 1 harpmigr                  0      20690 2.2219E+13
lep_data                 1 harpmigr                  1      80849 2.7620E+12
na61                     1 harpmigr                  1        795 3.4067E+10
ntof                     1 harpmigr                  0          5 3310324121
ntof                     1 harpmigr                  1       3140 1.5834E+11
public_user              1 harpmigr                  0         16 1.9976E+10
public_user              1 harpmigr                  1       5298 2.6168E+11
user_new                 1 harpmigr                  0         67 6.6747E+10
user_new                 1 harpmigr                  1     139409 3.4357E+12
vlep_data                1 harpmigr                  1        580 1.0598E+10
vuser_new                1 harpmigr                  1        243 8487850184
lep_data                 2 harpmigr                  0         15 1.7459E+10
lep_data                 2 harpmigr                  1          2 106906288
lep_data                 3 harpmigr                  0          2 2608972536
lep_data                 1 harpruns                  1      14322 6.3128E+10
vlep_data                1 harpruns                  1       5577 2.1365E+10
lep_data                 2 harpruns                  1        220 1747656704
vlep_data                2 harpruns                  1          1 671744
lep_data                 3 harpruns                  1         13 89202688
lep_data                 1 isolde                    0        408 3.0316E+11
lep_data                 1 isolde                    1      11283 4.0738E+11
user_new                 1 isolde                    0        174 1.0582E+12
user_new                 1 isolde                    1        536 1.8897E+10
lep_data                 2 isolde                    1          6 134840320
lep_data                 1 isoldecdr                 0        319 3.8229E+11
lep_data                 1 isoldecdr                 1       1969 4.5002E+10
public_user              1 isoldecdr                 0         28 1.5894E+12
public_user              1 isoldecdr                 1          8 226918400
user_new                 1 isoldecdr                 0          8 3.7597E+11
lep_data                 2 isoldecdr                 0        319 3.8229E+11
lep_data                 2 isoldecdr                 1       1969 4.5002E+10
public_user              2 isoldecdr                 0         28 1.5894E+12
public_user              2 isoldecdr                 1          8 226918400
user_new                 2 isoldecdr                 0          8 3.7597E+11
lep_data                 3 isoldecdr                 0          2 3185400248
lep_data                 4 isoldecdr                 0          1 1801485072
lep_data                 1 l3                        0       3238 2.9099E+12
lep_data                 1 l3                        1     119422 8.7244E+12
lep_data                 2 l3                        0       2008 1.8013E+12
lep_data                 2 l3                        1      78497 5.3951E+12
vlep_data                2 l3                        0       1230 1.1087E+12
vlep_data                2 l3                        1      40925 3.3292E+12
lep_data                 3 l3                        0          1 977961600
lep_data                 3 l3                        1         16 2507130000
lep_data                 4 l3                        0          1 977961600
lep_data                 4 l3                        1         16 2507130000
lep_data                 5 l3                        0          1 977961600
lep_data                 5 l3                        1         16 2507130000
lep_data                 6 l3                        0          1 977961600
lep_data                 6 l3                        1         16 2507130000
lep_data                 1 l3-2tapes                 0          1 365785088
lep_data                 1 l3-2tapes                 1       2803 4.3097E+11
lep_data                 2 l3-2tapes                 0          1 365785088
lep_data                 2 l3-2tapes                 1       2803 4.3097E+11
lep_data                 1 l3c                       0       9806 6.3441E+12
lep_data                 1 l3c                       1      46287 2.6246E+12
lep_data                 2 l3c                       0       7180 4.6084E+12
lep_data                 2 l3c                       1      34286 1.9512E+12
vlep_data                2 l3c                       0       2626 1.7357E+12
vlep_data                2 l3c                       1      12001 6.7348E+11
lep_data                 1 l3inf-2tapes              1       4225 7.1139E+11
lep_data                 2 l3inf-2tapes              1       4225 7.1139E+11
lep_data                 3 l3inf-2tapes              1          7 1465840800
lep_data                 4 l3inf-2tapes              1          2 417344400
alice_new                1 largeuser                 0          4 2.0967E+10
alice_new                1 largeuser                 1         53 2258632076
alice_new2               1 largeuser                 0       1180 6.8330E+11
alice_new2               1 largeuser                 1      61983 1.1706E+11
alice_prod_07            1 largeuser                 1          4 445990473
alice_raw_08             1 largeuser                 1         49 5840166347
alice_small              1 largeuser                 1          5 734971439
alice_testdata           1 largeuser                 1          1 2443
ams                      1 largeuser                 1          5 7968
atlas1                   1 largeuser                 1          1 10485760
atlas_cernt3             1 largeuser                 0          2 8.6227E+10
atlas_cernt3             1 largeuser                 1          2 16611452
atlas_dur_bak            1 largeuser                 0        162 2.6174E+11
atlas_dur_bak            1 largeuser                 1      38764 3.0565E+11
atlas_m4_07              1 largeuser                 0        277 2.5288E+11
atlas_m4_07              1 largeuser                 1       1335 1.1317E+10
atlas_new1               1 largeuser                 0         58 2.9919E+10
atlas_new1               1 largeuser                 1        261 1.6491E+10
atlas_new2               1 largeuser                 0         27 1.4596E+10
atlas_new2               1 largeuser                 1        516 1.1975E+10
atlas_small_07           1 largeuser                 0      17249 1.1608E+13
atlas_small_07           1 largeuser                 1     236544 1.1183E+13
atlas_user               1 largeuser                 1         56 48823
cdrpool                  1 largeuser                 0       2533 2.7166E+12
cdrpool                  1 largeuser                 1       7329 1.4404E+12
cernt3_user              1 largeuser                 1         74 62580
cms                      1 largeuser                 0          5 2304025150
cms                      1 largeuser                 1          3 1930525
cms_csa_07               1 largeuser                 1          2 315017
cms_stream_08            1 largeuser                 1          3 546522
cms_t10k                 1 largeuser                 0      20920 1.8408E+13
cms_t10k                 1 largeuser                 1     141888 5.8846E+12
cms_user                 1 largeuser                 0    1434314 2.0646E+15
cms_user                 1 largeuser                 1    6471897 2.5281E+14
cmscdr2                  1 largeuser                 0          4 1612382826
cmscdr2                  1 largeuser                 1       9813 3.1872E+10
cmsfamily_new1           1 largeuser                 0       2545 4.2967E+12
cmsfamily_new1           1 largeuser                 1      14256 6.4196E+11
cmsfamily_new2           1 largeuser                 0       1669 2.2058E+12
cmsfamily_new2           1 largeuser                 1       7701 3.7886E+11
cmsfamily_new4           1 largeuser                 0       1602 1.8751E+12
cmsfamily_new4           1 largeuser                 1       7319 3.6998E+11
compass                  1 largeuser                 0         11 1.4556E+10
compass                  1 largeuser                 1        200 2333101031
compass7_1               1 largeuser                 0         44 8.0422E+10
compass7_1               1 largeuser                 1      30411 6.1768E+10
compass7_2               1 largeuser                 0         49 9.6582E+10
compass7_2               1 largeuser                 1      20351 5.3564E+10
compasschunks10          1 largeuser                 0        475 5.5106E+11
compasschunks10          1 largeuser                 1         21 330365225
compassdst7_1            1 largeuser                 1          2 4810
default                  1 largeuser                 0     233943 1.5138E+14
default                  1 largeuser                 1    5937819 1.3807E+14
itdc_mixed_new           1 largeuser                 1        223 260556
lep_data                 1 largeuser                 0        228 1.7786E+11
lep_data                 1 largeuser                 1      11527 2.7325E+11
lhcb_new                 1 largeuser                 0        594 7.6776E+11
lhcb_new                 1 largeuser                 1       3490 2.6153E+11
lhcb_raw_new             1 largeuser                 0         44 2.8594E+10
lhcb_raw_new             1 largeuser                 1        390 3.9583E+10
lhcb_small_08            1 largeuser                 0       4678 6.3789E+12
lhcb_small_08            1 largeuser                 1      52437 8.8788E+12
lhcb_user                1 largeuser                 0      24283 5.1103E+13
lhcb_user                1 largeuser                 1     574375 9.3263E+12
na48_new1                1 largeuser                 0        368 3.7854E+11
na48_new1                1 largeuser                 1       2502 1.2753E+11
na48_new2                1 largeuser                 1        369 3.3748E+10
na61                     1 largeuser                 0       4513 1.5653E+12
na61                     1 largeuser                 1     133034 2.0811E+13
ntof                     1 largeuser                 0        218 2.9645E+11
ntof                     1 largeuser                 1      24081 3.9171E+12
public_user              1 largeuser                 0     137123 1.4956E+14
public_user              1 largeuser                 1    1797867 5.3437E+13
tape_dev                 1 largeuser                 1      29135 3.0545E+12
test_1mil                1 largeuser                 1     156136 1.5656E+11
test_LTO5                1 largeuser                 1     321510 6.4295E+13
test_bufftmarks          1 largeuser                 1     580068 1.1601E+13
user_new                 1 largeuser                 0    3009549 3.5175E+15
user_new                 1 largeuser                 1   29746973 1.0104E+15
user_small               1 largeuser                 0       2972 3.0043E+12
user_small               1 largeuser                 1      15439 4.9971E+11
valice_new               1 largeuser                 1          3 14617403
valice_new2              1 largeuser                 0          1 1032527088
vatlas_dur_bak           1 largeuser                 0         38 4.6166E+10
vatlas_dur_bak           1 largeuser                 1       5601 4.6453E+10
vatlas_m4_07             1 largeuser                 0        473 3.9454E+11
vatlas_m4_07             1 largeuser                 1       2691 2.9948E+10
vatlas_new1              1 largeuser                 1        321 4567080221
vatlas_new2              1 largeuser                 1        429 5338627490
vatlas_prod_08           1 largeuser                 0         11 8338301985
vatlas_prod_08           1 largeuser                 1         52 215366422
vatlas_small_07          1 largeuser                 0       7155 5.3594E+12
vatlas_small_07          1 largeuser                 1      99850 4.6929E+12
vcms_csa_07              1 largeuser                 1          4 141627717
vcms_stream_08           1 largeuser                 0         26 4.2852E+10
vcms_stream_08           1 largeuser                 1        357 1.5596E+10
vcms_t10k                1 largeuser                 0       2234 2.0506E+12
vcms_t10k                1 largeuser                 1      11694 5.3284E+11
vcmscdr2                 1 largeuser                 0          1 374351967
vcmscdr2                 1 largeuser                 1       6863 2.0012E+10
vlep_data                1 largeuser                 0         80 6.1785E+10
vlep_data                1 largeuser                 1       3995 9.7496E+10
vna481                   1 largeuser                 0         19 1.8983E+10
vna481                   1 largeuser                 1        289 1.2665E+10
vna48_new1               1 largeuser                 0         34 3.4296E+10
vna48_new1               1 largeuser                 1        186 9777801988
vuser_new                1 largeuser                 0      14126 1.7926E+13
vuser_new                1 largeuser                 1     114472 2.9633E+12
cms_user                 2 largeuser                 0         39 4.1608E+10
cms_user                 2 largeuser                 1         86 7013780657
default                  2 largeuser                 0         69 2.9576E+10
default                  2 largeuser                 1        622 1.4340E+10
lhcb_user                2 largeuser                 0        162 3.0207E+11
lhcb_user                2 largeuser                 1       1701 5.0552E+10
user_new                 2 largeuser                 0          3 1.1492E+10
user_new                 2 largeuser                 1         11 1055265706
default                  3 largeuser                 0          3 981879750
default                  3 largeuser                 1          3 245197688
default                  4 largeuser                 0          1 333425884
default                  4 largeuser                 1          1 231848824
user_new                 1 lemon                     0        350 1.8050E+11
user_new                 1 lemon                     1        374 6.7669E+10
user_new                 2 lemon                     0        350 1.8050E+11
user_new                 2 lemon                     1        374 6.7669E+10
default                  1 lhcb                      0          1 8.0157E+10
default                  1 lhcb                      1       5525 1.7800E+11
lep_data                 1 lhcb                      1         10 1720
lhcb                     1 lhcb                      0      19595 1.2606E+13
lhcb                     1 lhcb                      1     457612 1.9975E+13
lhcb_ccrc_08             1 lhcb                      0       4097 4.3604E+12
lhcb_ccrc_08             1 lhcb                      1        255 3.6790E+10
lhcb_dst_07              1 lhcb                      0      47313 8.8095E+13
lhcb_dst_07              1 lhcb                      1       4664 2.5022E+11
lhcb_new                 1 lhcb                      0      97726 3.9922E+14
lhcb_new                 1 lhcb                      1     110556 8.5748E+12
lhcb_raw_new             1 lhcb                      0     289527 4.5887E+14
lhcb_raw_new             1 lhcb                      1     152186 1.2211E+13
lhcb_small_08            1 lhcb                      0        750 2.2046E+12
lhcb_small_08            1 lhcb                      1     453515 1.1072E+12
user_new                 1 lhcb                      0        236 1.4244E+12
user_new                 1 lhcb                      1       5286 4.7225E+10
user_small               1 lhcb                      1          4 9124359
vlhcb                    1 lhcb                      0      10464 6.7103E+12
vlhcb                    1 lhcb                      1     155300 8.0904E+12
vlhcb_new                1 lhcb                      0        453 1.3913E+12
vlhcb_new                1 lhcb                      1        907 4.5554E+10
vlhcb_raw_new            1 lhcb                      0         47 2.5713E+11
vlhcb_raw_new            1 lhcb                      1       1325 8598635864
lhcb                     2 lhcb                      0          5 3859117200
lhcb                     2 lhcb                      1       4227 4603785716
lhcb_new                 2 lhcb                      0          6 2.3565E+10
lhcb_new                 2 lhcb                      1          3 182603291
lhcb_raw_new             2 lhcb                      1          2 17986258
vlhcb                    2 lhcb                      0          2 1348761600
vlhcb                    2 lhcb                      1        518 1468516000
lhcb                     3 lhcb                      1          6 377484362
vlhcb                    3 lhcb                      0          1 321638400
vlhcb                    3 lhcb                      1          1 21042000
lhcb                     4 lhcb                      1          1 51322208
vlhcb                    5 lhcb                      1          1 51322208
lhcb_archive1            1 lhcb_2copy                1         46 1288332709
lhcb_archive2            2 lhcb_2copy                1         46 1288332709
lhcb_archive             1 lhcb_archive              0     239689 9.5844E+14
lhcb_archive             1 lhcb_archive              1      43343 4.2687E+12
lhcb_new                 1 lhcb_raw                  0          1 575389876
lhcb_raw_new             1 lhcb_raw                  0     217802 6.1319E+14
lhcb_raw_new             1 lhcb_raw                  1      18251 2.9663E+12
lhcb_dst_07              1 lhcb_sdst                 0       6240 2.2435E+13
lhcb_dst_07              1 lhcb_sdst                 1         59 1.0903E+10
lep_data                 1 linux                     0         12 2.7031E+10
lep_data                 1 linux                     1          7 857226132
lep_data                 2 linux                     0         10 2.2765E+10
lep_data                 2 linux                     1          7 857226132
vlep_data                2 linux                     0          2 4266583649
cms_user                 1 misc                      0       1111 4.8872E+12
cms_user                 1 misc                      1         17 1413761658
lep_data                 1 misc                      0       4265 5.0495E+12
lep_data                 1 misc                      1      36139 1.1264E+12
public_user              1 misc                      0      59287 5.0806E+13
public_user              1 misc                      1     149952 1.2539E+13
user_new                 1 misc                      0      24740 3.3487E+13
user_new                 1 misc                      1      27482 1.4760E+12
vlep_data                1 misc                      0         82 1.3985E+11
vlep_data                1 misc                      1       1106 7817534460
lep_data                 2 misc                      0         31 5.5476E+10
lep_data                 2 misc                      1          1 1848240
user_new                 2 misc                      1          1 563879
lep_data                 3 misc                      0          2 3835618348
lep_data                 1 misc2opy                  0        480 1.5893E+11
lep_data                 1 misc2opy                  1       1888 4.3256E+11
user_new                 1 misc2opy                  0       2321 1.5363E+12
user_new                 1 misc2opy                  1       2137 7.4326E+10
user_small               1 misc2opy                  0          1 382205976
vuser_new                1 misc2opy                  1          1 340480
lep_data                 2 misc2opy                  0        480 1.5893E+11
lep_data                 2 misc2opy                  1       1888 4.3256E+11
user_new                 2 misc2opy                  0       2278 1.5141E+12
user_new                 2 misc2opy                  1       2132 7.4297E+10
user_small               2 misc2opy                  0          1 382205976
vuser_new                2 misc2opy                  0         43 2.2215E+10
vuser_new                2 misc2opy                  1          6 29061012
cdrpool                  1 misccdr                   1          2 56153
default                  1 misccdr                   0          2 917402411
default                  1 misccdr                   1        148 1387668075
lep_data                 1 misccdr                   0       1364 1.6296E+12
lep_data                 1 misccdr                   1      49282 6.0439E+11
na61                     1 misccdr                   1          6 3178596
ntof                     1 misccdr                   1         72 285847752
public_user              1 misccdr                   0        213 2.3799E+11
public_user              1 misccdr                   1      38816 4.3166E+11
user_new                 1 misccdr                   0       1584 1.5401E+12
user_new                 1 misccdr                   1     168429 1.0586E+12
user_small               1 misccdr                   1         28 966779333
vlep_data                1 misccdr                   0         38 4.4175E+10
vlep_data                1 misccdr                   1        412 6167143398
vuser_new                1 misccdr                   1          9 278120973
cdrpool                  2 misccdr                   1          6 3291111
default                  2 misccdr                   1          5 2604106
lep_data                 2 misccdr                   0       1358 1.6249E+12
lep_data                 2 misccdr                   1      45182 5.7337E+11
na61                     2 misccdr                   1          6 34320365
ntof                     2 misccdr                   1         62 236897624
public_user              2 misccdr                   0        213 2.3799E+11
public_user              2 misccdr                   1      38816 4.3166E+11
user_new                 2 misccdr                   0       1583 1.5379E+12
user_new                 2 misccdr                   1     168369 1.0586E+12
user_small               2 misccdr                   0         37 2.3849E+10
user_small               2 misccdr                   1       2279 2.8117E+10
vlep_data                2 misccdr                   0         10 2.8141E+10
vlep_data                2 misccdr                   1       2478 1.1685E+10
vuser_new                2 misccdr                   1          1 9183143
lep_data                 3 misccdr                   1          9 325178795
public_user              3 misccdr                   1          1 98269677
user_small               3 misccdr                   1          1 1338076
lep_data                 4 misccdr                   1          4 279819339
default                  1 na48                      0        106 8.0240E+10
default                  1 na48                      1        889 8.0503E+10
lep_data                 1 na48                      0         60 3.4328E+10
lep_data                 1 na48                      1        581 9.8945E+10
na481                    1 na48                      0      26803 2.0853E+13
na481                    1 na48                      1     271840 1.2579E+13
na482                    1 na48                      0      28413 2.1969E+13
na482                    1 na48                      1     273209 1.2611E+13
na48_new1                1 na48                      0      14103 1.0134E+13
na48_new1                1 na48                      1     555842 1.5593E+13
na48_new2                1 na48                      0      13482 9.5964E+12
na48_new2                1 na48                      1     545932 1.3838E+13
user_new                 1 na48                      1        972 1.3861E+10
user_small               1 na48                      1        241 1926966717
vcms_stream_08           1 na48                      1        220 2.1815E+10
vna481                   1 na48                      1         59 1520936623
vna48_new1               1 na48                      0        401 2.4801E+11
vna48_new1               1 na48                      1      39380 6.4444E+11
vna48_new2               1 na48                      0        195 1.4438E+11
vna48_new2               1 na48                      1       3568 1.0264E+11
vuser_new                1 na48                      1          8 104970726
na481                    2 na48                      0          6 4872383920
na481                    2 na48                      1       1192 6.6067E+10
na482                    2 na48                      0          6 3167630991
na482                    2 na48                      1       1604 6.4285E+10
default                  1 na482bck                  0         39 3.5363E+10
default                  1 na482bck                  1          7 2017521832
na481                    1 na482bck                  0       1901 1.6874E+12
na481                    1 na482bck                  1       6785 6.2345E+11
na482                    1 na482bck                  0       1733 1.5233E+12
na482                    1 na482bck                  1       6191 5.5343E+11
default                  2 na482bck                  0          8 7442520536
na481                    2 na482bck                  0       1710 1.5005E+12
na481                    2 na482bck                  1       6157 5.5111E+11
na482                    2 na482bck                  0       1948 1.7318E+12
na482                    2 na482bck                  1       6825 6.2751E+11
user_small               2 na482bck                  0          7 6336366171
user_small               2 na482bck                  1          1 279079325
na481                    3 na482bck                  0          2 2542476206
na481                    3 na482bck                  1         30 3161866170
na482                    3 na482bck                  0          5 4736162394
na482                    3 na482bck                  1          7 411782980
na481                    4 na482bck                  1          4 277438531
na482                    4 na482bck                  0          3 3118390796
na482                    4 na482bck                  1         30 3161866170
na482                    5 na482bck                  0          1 985444480
na482                    6 na482bck                  0          1 985444480
na482                    7 na482bck                  0          1 985444480
na481                    1 na48SC                    1      20473 7.4028E+11
na482                    1 na48SC                    1      14747 4.9555E+11
na481                    2 na48SC                    1      13293 4.3340E+11
na482                    2 na48SC                    1       8761 4.5858E+11
user_new                 2 na48SC                    1          5 776081208
user_small               2 na48SC                    1      13161 3.4307E+11
na481                    3 na48SC                    1         10 1150334875
na482                    3 na48SC                    1          8 1615629648
na481                    4 na48SC                    1          8 1615629648
na482                    4 na48SC                    1         10 1150334875
na481                    1 na48compact               1      24323 6.8947E+10
na482                    1 na48compact               1      23499 6.9120E+10
na481                    2 na48compact               1         17 31944
na482                    2 na48compact               1          7 19058
user_small               2 na48compact               1         18 433866
na481                    1 na48goldcmp               1     612534 5.0211E+13
na482                    1 na48goldcmp               1     693192 4.8881E+13
na48_new1                1 na48goldcmp               1     229723 4.4483E+12
na48_new2                1 na48goldcmp               1     225468 4.4030E+12
user_new                 1 na48goldcmp               1         64 1381272
user_small               1 na48goldcmp               1        556 6.8379E+10
vcms_stream_08           1 na48goldcmp               1        277 5914529771
vna481                   1 na48goldcmp               1         99 4945679459
vna48_new1               1 na48goldcmp               1      15362 2.6668E+11
vna48_new2               1 na48goldcmp               1       4038 1.0349E+11
na481                    2 na48goldcmp               1         43 3984916977
na482                    2 na48goldcmp               1         40 2406734219
default                  1 na48goldraw               0       1092 5.2182E+11
default                  1 na48goldraw               1      17506 2.4690E+11
na481                    1 na48goldraw               0     187098 9.3088E+13
na481                    1 na48goldraw               1     347943 1.3982E+13
na482                    1 na48goldraw               0     197187 9.9579E+13
na482                    1 na48goldraw               1     281938 7.6282E+12
na48_new1                1 na48goldraw               0      85334 3.8465E+13
na48_new1                1 na48goldraw               1     129089 1.7637E+13
na48_new2                1 na48goldraw               0      97978 4.4783E+13
na48_new2                1 na48goldraw               1     126769 1.6188E+13
user_new                 1 na48goldraw               1        936 1.0655E+11
user_small               1 na48goldraw               0          8 2679595324
user_small               1 na48goldraw               1         18 1010642088
vcms_stream_08           1 na48goldraw               0       1370 8.2366E+11
vcms_stream_08           1 na48goldraw               1        221 2.1195E+10
vna481                   1 na48goldraw               0       1273 8.6116E+11
vna481                   1 na48goldraw               1         80 1959473132
vna48_new1               1 na48goldraw               0       9035 4.1577E+12
vna48_new1               1 na48goldraw               1       8896 7.0638E+11
vna48_new2               1 na48goldraw               0       1539 5.1844E+11
vna48_new2               1 na48goldraw               1       2443 4.3307E+11
na481                    2 na48goldraw               0        322 1.6174E+11
na481                    2 na48goldraw               1         41 4805038155
na482                    2 na48goldraw               0        269 1.3554E+11
na482                    2 na48goldraw               1         23 1764151732
na481                    3 na48goldraw               0          4 2016739640
na482                    3 na48goldraw               0          6 2963129464
default                  1 na48other                 1     153927 5.7476E+11
lep_data                 1 na48other                 1      61930 1.8910E+11
na481                    1 na48other                 0         44 2.6920E+10
na481                    1 na48other                 1     317148 8.0913E+12
na482                    1 na48other                 0         26 1.0777E+10
na482                    1 na48other                 1     328044 8.0315E+12
user_new                 1 na48other                 0       1446 6.5921E+11
user_new                 1 na48other                 1      21448 2.9381E+12
vlep_data                1 na48other                 1       1665 9342940779
vuser_new                1 na48other                 1         65 1465105652
default                  2 na48other                 1        482 1405558256
na481                    2 na48other                 1       1125 1.9005E+10
na482                    2 na48other                 1       1723 2.3061E+10
na481                    3 na48other                 1          7 392234280
na482                    3 na48other                 1          1 64002236
default                  1 na48to9940b               0        253 8.6550E+10
default                  1 na48to9940b               1       1960 5.5237E+11
lep_data                 1 na48to9940b               0        304 1.0456E+11
lep_data                 1 na48to9940b               1       3976 6.3891E+11
vlep_data                1 na48to9940b               1         22 4915762998
lep_data                 2 na48to9940b               1          1 223760714
lep_data                 1 na49                      0       9239 8.1844E+12
lep_data                 1 na49                      1      22414 6.5703E+11
na61                     1 na49                      1         36 526106979
user_new                 1 na49                      0         15 6331945511
user_new                 1 na49                      1      12873 2.5909E+12
user_small               1 na49                      1          4 966459392
lep_data                 2 na49                      0         76 7.5899E+10
lep_data                 2 na49                      1          1 26537103
lep_data                 1 na60                      0        219 1.0214E+11
lep_data                 1 na60                      1       5947 2.2525E+11
lep_data                 1 na60cdr                   0        302 2.3021E+11
